latitude,longitude,marker,Acc Y (g),Temp Data,HRot Count,Speed,Samples,Heading GPS (dg),Speed GPS,Accuracy GPS,Altitude GPS,RSSI dBm,HH:mm:ss,SSS
,,4,0.696,0,0,-2,0,,,,,-60,20:42:56,625
,,3,0.735,0,0,-1,1,,,,,,,
,,3,0.81,0,0,0,2,,,,,,,
,,3,0.849,0,0,0,3,,,,,,,
,,3,0.897,0,0,0,4,,,,,,,
,,3,0.95,0,0,0,5,,,,,,,
,,3,0.943,0,0,0,6,,,,,,,
,,3,0.943,0,0,0,7,,,,,,,
,,3,0.936,0,0,0,8,,,,,,,
,,3,0.988,0,0,0,9,,,,,,,
,,3,0.996,0,0,0,10,,,,,-60,20:42:56,838
,,3,1.046,0,0,0,11,,,,,,,
,,3,1.047,0,0,0,12,,,,,,,
,,3,0.812,0,0,0,13,,,,,,,
,,3,0.943,0,0,0,14,,,,,,,
,,3,0.89,0,0,0,15,,,,,,,
,,3,0.834,0,0,0,16,,,,,,,
,,3,0.93,0,0,0,17,,,,,,,
,,3,0.75,0,0,0,18,,,,,,,
,,3,0.708,0,0,0,19,,,,,,,
,,3,0.735,0,0,0,20,,,,,-60,20:42:57,044
,,3,0.604,0,0,0,21,,,,,,,
,,3,0.688,0,0,0,22,,,,,,,
,,3,0.54,0,0,0,23,,,,,,,
,,3,0.441,0,0,0,24,,,,,,,
,,3,0.434,0,0,0,25,,,,,,,
,,3,0.302,0,0,0,26,,,,,,,
,,3,0.349,0,0,0,27,,,,,,,
,,3,0.161,0,0,0,28,,,,,,,
,,3,0.006,0,0,0,29,,,,,,,
,,3,0.057,0,0,0,30,,,,,-60,20:42:57,255
,,3,-0.05,0,0,0,31,,,,,,,
,,3,-0.107,0,0,0,32,,,,,,,
,,3,-0.203,0,0,0,33,,,,,,,
,,3,-0.35,0,0,0,34,,,,,,,
,,3,-0.359,0,0,0,35,,,,,,,
,,3,-0.414,0,0,0,36,,,,,,,
,,3,-0.496,0,0,0,37,,,,,,,
,,3,-0.583,0,0,0,38,,,,,,,
,,3,-0.673,0,0,0,39,,,,,,,
,,3,-0.701,0,0,0,40,,,,,-60,20:42:57,435
,,3,-0.807,0,0,0,41,,,,,,,
,,3,-0.836,0,1,0,42,,,,,,,
,,3,-0.849,0,1,0,43,,,,,,,
,,3,-0.914,0,1,0,44,,,,,,,
,,3,-0.921,0,1,0,45,,,,,,,
,,3,-0.929,0,1,0,46,,,,,,,
,,3,-0.99,0,1,0,47,,,,,,,
,,3,-1.053,0,1,0,48,,,,,,,
,,3,-1.029,0,1,0,49,,,,,,,
,,3,-1.013,0,1,0,50,,,,,-60,20:42:57,646
,,3,-1.026,0,1,0,51,,,,,,,
,,3,-1.05,0,1,0,52,,,,,,,
,,3,-0.999,0,1,0,53,,,,,,,
,,3,-0.918,0,1,0,54,,,,,,,
,,3,-0.917,0,1,0,55,,,,,,,
,,3,-0.897,0,1,0,56,,,,,,,
,,3,-0.887,0,1,0,57,,,,,,,
,,3,-0.817,0,1,0,58,,,,,,,
,,3,-0.734,0,1,0,59,,,,,,,
,,3,-0.708,0,1,0,60,,,,,-60,20:42:57,826
,,3,-0.634,0,1,0,61,,,,,,,
,,3,-0.582,0,1,0,62,,,,,,,
,,3,-0.487,0,1,0,63,,,,,,,
,,3,-0.45,0,1,0,64,,,,,,,
,,3,-0.421,0,1,0,65,,,,,,,
,,3,-0.346,0,1,0,66,,,,,,,
,,3,-0.234,0,1,0,67,,,,,,,
,,3,-0.163,0,1,0,68,,,,,,,
,,3,-0.091,0,1,0,69,,,,,,,
,,3,-0.029,0,1,0,70,,,,,-60,20:42:58,035
,,3,0.025,0,1,0,71,,,,,,,
,,3,0.108,0,1,0,72,,,,,,,
,,3,0.185,0,1,0,73,,,,,,,
,,3,0.264,0,1,0,74,,,,,,,
,,3,0.356,0,1,0,75,,,,,,,
,,3,0.415,0,1,0,76,,,,,,,
,,3,0.448,0,1,0,77,,,,,,,
,,3,0.544,0,1,0,78,,,,,,,
,,6,0.647,0,2,-1,79,,,,,,,
,,3,0.707,0,2,-1,80,,,,,-62,20:42:58,246
,,3,0.73,0,2,-1,81,,,,,,,
,,3,0.718,0,2,-1,82,,,,,,,
,,3,0.799,0,2,-1,83,,,,,,,
,,3,0.946,0,2,-1,84,,,,,,,
,,3,0.971,0,2,-1,85,,,,,,,
,,3,0.896,0,2,-1,86,,,,,,,
,,3,0.9,0,2,-1,87,,,,,,,
,,3,0.978,0,2,-1,88,,,,,,,
,,3,1.044,0,2,-1,89,,,,,,,
,,3,0.984,0,2,-1,90,,,,,-62,20:42:58,427
,,3,0.922,0,2,-1,91,,,,,,,
,,3,0.922,0,2,-1,92,,,,,,,
,,3,0.888,0,2,-1,93,,,,,,,
,,3,0.894,0,2,-1,94,,,,,,,
,,3,0.917,0,2,-1,95,,,,,,,
,,3,0.789,0,2,-1,96,,,,,,,
,,3,0.787,0,2,-1,97,,,,,,,
,,3,0.686,0,2,-1,98,,,,,,,
,,3,0.644,0,2,-1,99,,,,,,,
,,3,0.644,0,2,-1,100,,,,,-62,20:42:58,634
,,3,0.509,0,2,-1,101,,,,,,,
,,3,0.504,0,2,-1,102,,,,,,,
,,3,0.421,0,2,-1,103,,,,,,,
,,3,0.223,0,2,-1,104,,,,,,,
,,3,0.185,0,2,-1,105,,,,,,,
,,3,0.127,0,2,-1,106,,,,,,,
,,3,0.06,0,2,-1,107,,,,,,,
,,3,-0.073,0,2,-1,108,,,,,,,
,,3,-0.189,0,2,-1,109,,,,,,,
,,3,-0.265,0,2,-1,110,,,,,-62,20:42:58,844
,,3,-0.322,0,2,-1,111,,,,,,,
,,3,-0.399,0,2,-1,112,,,,,,,
,,3,-0.482,0,2,-1,113,,,,,,,
,,3,-0.547,0,2,-1,114,,,,,,,
,,9,-0.613,0,3,657,115,,,,,,,
,,1,-0.648,0,3,-1,116,,,,,,,
,,1,-0.737,0,3,-1,117,,,,,,,
,,1,-0.861,0,3,-1,118,,,,,,,
,,1,-0.822,0,3,-1,119,,,,,,,
,,1,-0.832,0,3,-1,120,,,,,-62,20:42:59,055
,,1,-0.95,0,3,-1,121,,,,,,,
,,1,-1.033,0,3,-1,122,,,,,,,
,,1,-0.984,0,3,-1,123,,,,,,,
,,1,-0.907,0,3,-1,124,,,,,,,
,,1,-0.913,0,3,-1,125,,,,,,,
,,1,-1.047,0,3,-1,126,,,,,,,
,,1,-1.078,0,3,-1,127,,,,,,,
,,1,-0.993,0,3,-1,128,,,,,,,
,,1,-0.97,0,3,-1,129,,,,,,,
,,1,-1.0,0,3,-1,130,,,,,-62,20:42:59,238
,,1,-0.969,0,3,-1,131,,,,,,,
,,1,-0.935,0,3,-1,132,,,,,,,
,,1,-0.871,0,3,-1,133,,,,,,,
,,1,-0.825,0,3,-1,134,,,,,,,
,,1,-0.787,0,3,-1,135,,,,,,,
,,1,-0.732,0,3,-1,136,,,,,,,
,,1,-0.69,0,3,-1,137,,,,,,,
,,1,-0.587,0,3,-1,138,,,,,,,
,,1,-0.564,0,3,-1,139,,,,,,,
,,1,-0.537,0,3,-1,140,,,,,-62,20:42:59,446
,,1,-0.415,0,3,-1,141,,,,,,,
,,1,-0.375,0,3,-1,142,,,,,,,
,,1,-0.281,0,3,-1,143,,,,,,,
,,1,-0.195,0,3,-1,144,,,,,,,
,,1,-0.138,0,3,-1,145,,,,,,,
,,1,-0.019,0,3,-1,146,,,,,,,
,,1,0.025,0,3,-1,147,,,,,,,
,,1,0.116,0,3,-1,148,,,,,,,
,,1,0.206,0,3,-1,149,,,,,,,
,,1,0.271,0,3,-1,150,,,,,-62,20:42:59,654
,,1,0.369,0,3,-1,151,,,,,,,
,,1,0.409,0,3,-1,152,,,,,,,
,,1,0.451,0,3,-1,153,,,,,,,
,,1,0.546,0,3,-1,154,,,,,,,
,,7,0.655,0,4,671,155,,,,,,,
,,1,0.709,0,4,-1,156,,,,,,,
,,1,0.71,0,4,-1,157,,,,,,,
,,1,0.749,0,4,-1,158,,,,,,,
,,1,0.843,0,4,-1,159,,,,,,,
,,1,0.92,0,4,-1,160,,,,,-62,20:42:59,865
,,1,0.924,0,4,-1,161,,,,,,,
,,1,0.916,0,4,-1,162,,,,,,,
,,1,0.936,0,4,-1,163,,,,,,,
,,1,0.955,0,4,-1,164,,,,,,,
,,1,0.947,0,4,-1,165,,,,,,,
,,1,0.957,0,4,-1,166,,,,,,,
,,1,1.0,0,4,-1,167,,,,,,,
,,1,0.916,0,4,-1,168,,,,,,,
,,1,0.904,0,4,-1,169,,,,,,,
,,1,0.883,0,4,-1,170,,,,,-57,20:43:00,075
,,1,0.873,0,4,-1,171,,,,,,,
,,1,0.84,0,4,-1,172,,,,,,,
,,1,0.739,0,4,-1,173,,,,,,,
,,1,0.73,0,4,-1,174,,,,,,,
,,1,0.708,0,4,-1,175,,,,,,,
,,1,0.715,0,4,-1,176,,,,,,,
,,1,0.664,0,4,-1,177,,,,,,,
,,1,0.539,0,4,-1,178,,,,,,,
,,1,0.509,0,4,-1,179,,,,,,,
,,1,0.383,0,4,-1,180,,,,,-57,20:43:00,317
,,1,0.267,0,4,-1,181,,,,,,,
,,1,0.247,0,4,-1,182,,,,,,,
,,1,0.2,0,4,-1,183,,,,,,,
,,1,0.085,0,4,-1,184,,,,,,,
,,1,-0.064,0,4,-1,185,,,,,,,
,,1,-0.138,0,4,-1,186,,,,,,,
,,1,-0.152,0,4,-1,187,,,,,,,
,,1,-0.25,0,4,-1,188,,,,,,,
,,1,-0.376,0,4,-1,189,,,,,,,
,,1,-0.462,0,4,-1,190,,,,,-57,20:43:00,436
,,1,-0.544,0,4,-1,191,,,,,,,
,,7,-0.541,0,5,653,192,,,,,,,
,,1,-0.612,0,5,-1,193,,,,,,,
,,1,-0.788,0,5,-1,194,,,,,,,
,,1,-0.862,0,5,-1,195,,,,,,,
,,1,-0.811,0,5,-1,196,,,,,,,
,,1,-0.856,0,5,-1,197,,,,,,,
,,1,-0.963,0,5,-1,198,,,,,,,
,,1,-0.965,0,5,-1,199,,,,,,,
,,1,-0.932,0,5,-1,200,,,,,-57,20:43:00,674
,,1,-0.95,0,5,-1,201,,,,,,,
,,1,-1.06,0,5,-1,202,,,,,,,
,,1,-1.024,0,5,-1,203,,,,,,,
,,1,-0.935,0,5,-1,204,,,,,,,
,,1,-0.915,0,5,-1,205,,,,,,,
,,1,-0.94,0,5,-1,206,,,,,,,
,,1,-0.89,0,5,-1,207,,,,,,,
,,1,-0.832,0,5,-1,208,,,,,,,
,,1,-0.817,0,5,-1,209,,,,,,,
,,1,-0.726,0,5,-1,210,,,,,-57,20:43:00,824
,,1,-0.658,0,5,-1,211,,,,,,,
,,1,-0.634,0,5,-1,212,,,,,,,
,,1,-0.49,0,5,-1,213,,,,,,,
,,1,-0.457,0,5,-1,214,,,,,,,
,,1,-0.358,0,5,-1,215,,,,,,,
,,1,-0.264,0,5,-1,216,,,,,,,
,,1,-0.221,0,5,-1,217,,,,,,,
,,1,-0.095,0,5,-1,218,,,,,,,
,,1,0.007,0,5,-1,219,,,,,,,
,,1,0.119,0,5,-1,220,,,,,-57,20:43:01,035
,,1,0.183,0,5,-1,221,,,,,,,
,,1,0.23,0,5,-1,222,,,,,,,
,,1,0.346,0,5,-1,223,,,,,,,
,,1,0.475,0,5,-1,224,,,,,,,
,,1,0.521,0,5,-1,225,,,,,,,
,,7,0.52,0,6,675,226,,,,,,,
,,1,0.623,0,6,-1,227,,,,,,,
,,1,0.699,0,6,-1,228,,,,,,,
,,1,0.75,0,6,-1,229,,,,,,,
,,1,0.8,0,6,-1,230,,,,,-57,20:43:01,259
,,1,0.838,0,6,-1,231,,,,,,,
,,1,0.892,0,6,-1,232,,,,,,,
,,1,0.961,0,6,-1,233,,,,,,,
,,1,0.925,0,6,-1,234,,,,,,,
,,1,0.873,0,6,-1,235,,,,,,,
,,1,0.922,0,6,-1,236,,,,,,,
,,1,1.059,0,6,-1,237,,,,,,,
,,1,1.07,0,6,-1,238,,,,,,,
,,1,0.985,0,6,-1,239,,,,,,,
,,1,0.953,0,6,-1,240,,,,,-57,20:43:01,424
,,1,0.896,0,6,-1,241,,,,,,,
,,1,0.903,0,6,-1,242,,,,,,,
,,1,0.932,0,6,-1,243,,,,,,,
,,1,0.82,0,6,-1,244,,,,,,,
,,1,0.727,0,6,-1,245,,,,,,,
,,1,0.666,0,6,-1,246,,,,,,,
,,1,0.732,0,6,-1,247,,,,,,,
,,1,0.639,0,6,-1,248,,,,,,,
,,1,0.55,0,6,-1,249,,,,,,,
,,1,0.466,0,6,-1,250,,,,,-68,20:43:01,635
,,1,0.38,0,6,-1,251,,,,,,,
,,1,0.318,0,6,-1,252,,,,,,,
,,1,0.172,0,6,-1,253,,,,,,,
,,1,0.208,0,6,-1,254,,,,,,,
,,1,0.136,0,6,-1,255,,,,,,,
,,1,-0.068,0,6,-1,256,,,,,,,
,,1,-0.104,0,6,-1,257,,,,,,,
,,1,-0.221,0,6,-1,258,,,,,,,
,,1,-0.254,0,6,-1,259,,,,,,,
,,1,-0.348,0,6,-1,260,,,,,-68,20:43:01,846
,,1,-0.514,0,6,-1,261,,,,,,,
,,1,-0.554,0,6,-1,262,,,,,,,
,,7,-0.584,0,7,704,263,,,,,,,
,,1,-0.592,0,7,-1,264,,,,,,,
,,1,-0.698,0,7,-1,265,,,,,,,
,,1,-0.849,0,7,-1,266,,,,,,,
,,1,-0.882,0,7,-1,267,,,,,,,
,,1,-0.904,0,7,-1,268,,,,,,,
,,1,-0.885,0,7,-1,269,,,,,,,
,,1,-0.956,0,7,-1,270,,,,,-68,20:43:02,054
,,1,-1.012,0,7,-1,271,,,,,,,
,,1,-1.012,0,7,-1,272,,,,,,,
,,1,-1.013,0,7,-1,273,,,,,,,
,,1,-1.028,0,7,-1,274,,,,,,,
,,1,-1.041,0,7,-1,275,,,,,,,
,,1,-0.991,0,7,-1,276,,,,,,,
,,1,-0.947,0,7,-1,277,,,,,,,
,,1,-0.938,0,7,-1,278,,,,,,,
,,1,-0.922,0,7,-1,279,,,,,,,
,,1,-0.851,0,7,-1,280,,,,,-68,20:43:02,264
,,1,-0.797,0,7,-1,281,,,,,,,
,,1,-0.776,0,7,-1,282,,,,,,,
,,1,-0.751,0,7,-1,283,,,,,,,
,,1,-0.666,0,7,-1,284,,,,,,,
,,1,-0.587,0,7,-1,285,,,,,,,
,,1,-0.513,0,7,-1,286,,,,,,,
,,1,-0.434,0,7,-1,287,,,,,,,
,,1,-0.356,0,7,-1,288,,,,,,,
,,1,-0.324,0,7,-1,289,,,,,,,
,,1,-0.27,0,7,-1,290,,,,,-68,20:43:02,445
,,1,-0.16,0,7,-1,291,,,,,,,
,,1,-0.098,0,7,-1,292,,,,,,,
,,1,-0.016,0,7,-1,293,,,,,,,
,,1,0.061,0,7,-1,294,,,,,,,
,,1,0.111,0,7,-1,295,,,,,,,
,,1,0.191,0,7,-1,296,,,,,,,
,,1,0.284,0,7,-1,297,,,,,,,
,,1,0.393,0,7,-1,298,,,,,,,
,,1,0.461,0,7,-1,299,,,,,,,
,,1,0.441,0,7,-1,300,,,,,-68,20:43:02,686
,,7,0.531,0,8,684,301,,,,,,,
,,1,0.651,0,8,-1,302,,,,,,,
,,1,0.721,0,8,-1,303,,,,,,,
,,1,0.748,0,8,-1,304,,,,,,,
,,1,0.776,0,8,-1,305,,,,,,,
,,1,0.836,0,8,-1,306,,,,,,,
,,1,0.906,0,8,-1,307,,,,,,,
,,1,0.922,0,8,-1,308,,,,,,,
,,1,0.886,0,8,-1,309,,,,,,,
,,1,0.91,0,8,-1,310,,,,,-68,20:43:02,863
,,1,0.987,0,8,-1,311,,,,,,,
,,1,1.084,0,8,-1,312,,,,,,,
,,1,0.998,0,8,-1,313,,,,,,,
,,1,0.846,0,8,-1,314,,,,,,,
,,1,0.929,0,8,-1,315,,,,,,,
,,1,0.988,0,8,-1,316,,,,,,,
,,1,0.964,0,8,-1,317,,,,,,,
,,1,0.831,0,8,-1,318,,,,,,,
,,1,0.765,0,8,-1,319,,,,,,,
,,1,0.812,0,8,-1,320,,,,,-68,20:43:03,073
,,1,0.694,0,8,-1,321,,,,,,,
,,1,0.565,0,8,-1,322,,,,,,,
,,1,0.536,0,8,-1,323,,,,,,,
,,1,0.393,0,8,-1,324,,,,,,,
,,1,0.432,0,8,-1,325,,,,,,,
,,1,0.345,0,8,-1,326,,,,,,,
,,1,0.134,0,8,-1,327,,,,,,,
,,1,0.177,0,8,-1,328,,,,,,,
,,1,0.159,0,8,-1,329,,,,,,,
,,1,-0.035,0,8,-1,330,,,,,-68,20:43:03,253
,,1,-0.146,0,8,-1,331,,,,,,,
,,1,-0.263,0,8,-1,332,,,,,,,
,,1,-0.279,0,8,-1,333,,,,,,,
,,1,-0.285,0,8,-1,334,,,,,,,
,,1,-0.457,0,8,-1,335,,,,,,,
,,1,-0.577,0,8,-1,336,,,,,,,
,,7,-0.686,0,9,671,337,,,,,,,
,,1,-0.6,0,9,-1,338,,,,,,,
,,1,-0.685,0,9,-1,339,,,,,,,
,,1,-0.867,0,9,-1,340,,,,,-66,20:43:03,434
,,1,-0.879,0,9,-1,341,,,,,,,
,,1,-0.81,0,9,-1,342,,,,,,,
,,1,-0.947,0,9,-1,343,,,,,,,
,,1,-1.011,0,9,-1,344,,,,,,,
,,1,-0.99,0,9,-1,345,,,,,,,
,,1,-0.971,0,9,-1,346,,,,,,,
,,1,-0.994,0,9,-1,347,,,,,,,
,,1,-0.988,0,9,-1,348,,,,,,,
,,1,-1.001,0,9,-1,349,,,,,,,
,,1,-1.009,0,9,-1,350,,,,,-66,20:43:03,703
,,1,-0.98,0,9,-1,351,,,,,,,
,,1,-0.958,0,9,-1,352,,,,,,,
,,1,-1.015,0,9,-1,353,,,,,,,
,,1,-1.001,0,9,-1,354,,,,,,,
,,1,-0.829,0,9,-1,355,,,,,,,
,,1,-0.659,0,9,-1,356,,,,,,,
,,1,-0.808,0,9,-1,357,,,,,,,
,,1,-0.938,0,9,-1,358,,,,,,,
,,1,-0.759,0,9,-1,359,,,,,,,
,,1,-0.629,0,9,-1,360,,,,,-66,20:43:03,825
,,1,-0.652,0,9,-1,361,,,,,,,
,,1,-0.799,0,9,-1,362,,,,,,,
,,1,-0.613,0,9,-1,363,,,,,,,
,,1,-0.455,0,9,-1,364,,,,,,,
,,1,-0.446,0,9,-1,365,,,,,,,
,,1,-0.354,0,9,-1,366,,,,,,,
,,1,-0.282,0,9,-1,367,,,,,,,
,,1,-0.205,0,9,-1,368,,,,,,,
,,1,-0.056,0,9,-1,369,,,,,,,
,,1,-0.027,0,9,-1,370,,,,,-66,20:43:04,063
,,1,0.112,0,9,-1,371,,,,,,,
,,1,0.142,0,9,-1,372,,,,,,,
,,1,0.19,0,9,-1,373,,,,,,,
,,1,0.309,0,9,-1,374,,,,,,,
,,1,0.444,0,9,-1,375,,,,,,,
,,1,0.472,0,9,-1,376,,,,,,,
,,1,0.417,0,9,-1,377,,,,,,,
,,7,0.56,0,10,662,378,,,,,,,
,,1,0.724,0,10,-1,379,,,,,,,
,,1,0.688,0,10,-1,380,,,,,-66,20:43:04,273
,,1,0.681,0,10,-1,381,,,,,,,
,,1,0.762,0,10,-1,382,,,,,,,
,,1,0.819,0,10,-1,383,,,,,,,
,,1,0.884,0,10,-1,384,,,,,,,
,,1,0.944,0,10,-1,385,,,,,,,
,,1,0.909,0,10,-1,386,,,,,,,
,,1,0.918,0,10,-1,387,,,,,,,
,,1,0.984,0,10,-1,388,,,,,,,
,,1,0.971,0,10,-1,389,,,,,,,
,,1,0.969,0,10,-1,390,,,,,-66,20:43:04,453
,,1,1.0,0,10,-1,391,,,,,,,
,,1,1.01,0,10,-1,392,,,,,,,
,,1,0.969,0,10,-1,393,,,,,,,
,,1,0.953,0,10,-1,394,,,,,,,
,,1,0.912,0,10,-1,395,,,,,,,
,,1,0.817,0,10,-1,396,,,,,,,
,,1,0.693,0,10,-1,397,,,,,,,
,,1,0.695,0,10,-1,398,,,,,,,
,,1,0.732,0,10,-1,399,,,,,,,
,,1,0.603,0,10,-1,400,,,,,-66,20:43:04,663
,,1,0.483,0,10,-1,401,,,,,,,
,,1,0.402,0,10,-1,402,,,,,,,
,,1,0.472,0,10,-1,403,,,,,,,
,,1,0.491,0,10,-1,404,,,,,,,
,,1,0.348,0,10,-1,405,,,,,,,
,,1,0.173,0,10,-1,406,,,,,,,
,,1,0.162,0,10,-1,407,,,,,,,
,,1,0.197,0,10,-1,408,,,,,,,
,,1,-0.045,0,10,-1,409,,,,,,,
,,1,-0.142,0,10,-1,410,,,,,-66,20:43:04,873
,,1,-0.129,0,10,-1,411,,,,,,,
,,1,-0.211,0,10,-1,412,,,,,,,
,,1,-0.304,0,10,-1,413,,,,,,,
,,1,-0.441,0,10,-1,414,,,,,,,
,,1,-0.479,0,10,-1,415,,,,,,,
,,1,-0.519,0,10,-1,416,,,,,,,
,,7,-0.634,0,11,636,417,,,,,,,
,,1,-0.648,0,11,-1,418,,,,,,,
,,1,-0.714,0,11,-1,419,,,,,,,
,,1,-0.796,0,11,-1,420,,,,,-68,20:43:05,053
,,1,-0.84,0,11,-1,421,,,,,,,
,,1,-0.903,0,11,-1,422,,,,,,,
,,1,-0.923,0,11,-1,423,,,,,,,
,,1,-0.955,0,11,-1,424,,,,,,,
,,1,-1.012,0,11,-1,425,,,,,,,
,,1,-1.055,0,11,-1,426,,,,,,,
,,1,-1.018,0,11,-1,427,,,,,,,
,,1,-0.892,0,11,-1,428,,,,,,,
,,1,-0.926,0,11,-1,429,,,,,,,
,,1,-0.972,0,11,-1,430,,,,,-68,20:43:05,263
,,1,-0.885,0,11,-1,431,,,,,,,
,,1,-0.808,0,11,-1,432,,,,,,,
,,1,-0.8,0,11,-1,433,,,,,,,
,,1,-0.734,0,11,-1,434,,,,,,,
,,1,-0.656,0,11,-1,435,,,,,,,
,,1,-0.521,0,11,-1,436,,,,,,,
,,1,-0.437,0,11,-1,437,,,,,,,
,,1,-0.373,0,11,-1,438,,,,,,,
,,1,-0.246,0,11,-1,439,,,,,,,
,,1,-0.202,0,11,-1,440,,,,,-68,20:43:05,445
,,1,-0.091,0,11,-1,441,,,,,,,
,,1,0.0,0,11,-1,442,,,,,,,
,,1,0.133,0,11,-1,443,,,,,,,
,,1,0.187,0,11,-1,444,,,,,,,
,,1,0.228,0,11,-1,445,,,,,,,
,,1,0.298,0,11,-1,446,,,,,,,
,,1,0.447,0,11,-1,447,,,,,,,
,,1,0.489,0,11,-1,448,,,,,,,
,,1,0.475,0,11,-1,449,,,,,,,
,,7,0.587,0,12,657,450,,,,,-68,20:43:05,654
,,1,0.703,0,12,-1,451,,,,,,,
,,1,0.729,0,12,-1,452,,,,,,,
,,1,0.765,0,12,-1,453,,,,,,,
,,1,0.807,0,12,-1,454,,,,,,,
,,1,0.859,0,12,-1,455,,,,,,,
,,1,0.931,0,12,-1,456,,,,,,,
,,1,0.969,0,12,-1,457,,,,,,,
,,1,0.894,0,12,-1,458,,,,,,,
,,1,0.919,0,12,-1,459,,,,,,,
,,1,0.962,0,12,-1,460,,,,,-68,20:43:05,863
,,1,1.0,0,12,-1,461,,,,,,,
,,1,1.019,0,12,-1,462,,,,,,,
,,1,0.947,0,12,-1,463,,,,,,,
,,1,0.909,0,12,-1,464,,,,,,,
,,1,0.887,0,12,-1,465,,,,,,,
,,1,0.92,0,12,-1,466,,,,,,,
,,1,0.903,0,12,-1,467,,,,,,,
,,1,0.744,0,12,-1,468,,,,,,,
,,1,0.769,0,12,-1,469,,,,,,,
,,1,0.678,0,12,-1,470,,,,,-68,20:43:06,044
,,1,0.553,0,12,-1,471,,,,,,,
,,1,0.542,0,12,-1,472,,,,,,,
,,1,0.415,0,12,-1,473,,,,,,,
,,1,0.468,0,12,-1,474,,,,,,,
,,1,0.334,0,12,-1,475,,,,,,,
,,1,0.194,0,12,-1,476,,,,,,,
,,1,0.149,0,12,-1,477,,,,,,,
,,1,-0.006,0,12,-1,478,,,,,,,
,,1,-0.096,0,12,-1,479,,,,,,,
,,1,-0.211,0,12,-1,480,,,,,-68,20:43:06,253
,,1,-0.271,0,12,-1,481,,,,,,,
,,1,-0.351,0,12,-1,482,,,,,,,
,,1,-0.468,0,12,-1,483,,,,,,,
,,1,-0.514,0,12,-1,484,,,,,,,
,,7,-0.56,0,13,714,485,,,,,,,
,,1,-0.642,0,13,-1,486,,,,,,,
,,1,-0.714,0,13,-1,487,,,,,,,
,,1,-0.769,0,13,-1,488,,,,,,,
,,1,-0.805,0,13,-1,489,,,,,,,
,,1,-0.882,0,13,-1,490,,,,,-68,20:43:06,463
,,1,-0.933,0,13,-1,491,,,,,,,
,,1,-0.883,0,13,-1,492,,,,,,,
,,1,-0.929,0,13,-1,493,,,,,,,
,,1,-0.969,0,13,-1,494,,,,,,,
,,1,-0.988,0,13,-1,495,,,,,,,
,,1,-1.001,0,13,-1,496,,,,,,,
,,1,-0.975,0,13,-1,497,,,,,,,
,,1,-0.945,0,13,-1,498,,,,,,,
,,1,-0.941,0,13,-1,499,,,,,,,
,,1,-0.878,0,13,-1,500,,,,,-68,20:43:06,676
,,1,-0.861,0,13,-1,501,,,,,,,
,,1,-0.845,0,13,-1,502,,,,,,,
,,1,-0.818,0,13,-1,503,,,,,,,
,,1,-0.785,0,13,-1,504,,,,,,,
,,1,-0.649,0,13,-1,505,,,,,,,
,,1,-0.551,0,13,-1,506,,,,,,,
,,1,-0.514,0,13,-1,507,,,,,,,
,,1,-0.473,0,13,-1,508,,,,,,,
,,1,-0.424,0,13,-1,509,,,,,,,
,,1,-0.335,0,13,-1,510,,,,,-71,20:43:06,883
,,1,-0.291,0,13,-1,511,,,,,,,
,,1,-0.205,0,13,-1,512,,,,,,,
,,1,-0.118,0,13,-1,513,,,,,,,
,,1,-0.037,0,13,-1,514,,,,,,,
,,1,0.079,0,13,-1,515,,,,,,,
,,1,0.121,0,13,-1,516,,,,,,,
,,1,0.227,0,13,-1,517,,,,,,,
,,1,0.287,0,13,-1,518,,,,,,,
,,1,0.385,0,13,-1,519,,,,,,,
,,1,0.438,0,13,-1,520,,,,,-71,20:43:07,035
,,1,0.473,0,13,-1,521,,,,,,,
,,7,0.579,0,14,714,522,,,,,,,
,,1,0.668,0,14,-1,523,,,,,,,
,,1,0.72,0,14,-1,524,,,,,,,
,,1,0.781,0,14,-1,525,,,,,,,
,,1,0.824,0,14,-1,526,,,,,,,
,,1,0.86,0,14,-1,527,,,,,,,
,,1,0.918,0,14,-1,528,,,,,,,
,,1,0.937,0,14,-1,529,,,,,,,
,,1,0.892,0,14,-1,530,,,,,-71,20:43:07,275
,,1,0.929,0,14,-1,531,,,,,,,
,,1,1.0,0,14,-1,532,,,,,,,
,,1,1.019,0,14,-1,533,,,,,,,
,,1,0.923,0,14,-1,534,,,,,,,
,,1,0.819,0,14,-1,535,,,,,,,
,,1,0.875,0,14,-1,536,,,,,,,
,,1,0.882,0,14,-1,537,,,,,,,
,,1,0.813,0,14,-1,538,,,,,,,
,,1,0.719,0,14,-1,539,,,,,,,
,,1,0.681,0,14,-1,540,,,,,-71,20:43:07,452
,,1,0.721,0,14,-1,541,,,,,,,
,,1,0.6,0,14,-1,542,,,,,,,
,,1,0.455,0,14,-1,543,,,,,,,
,,1,0.352,0,14,-1,544,,,,,,,
,,1,0.321,0,14,-1,545,,,,,,,
,,1,0.224,0,14,-1,546,,,,,,,
,,1,0.055,0,14,-1,547,,,,,,,
,,1,-0.018,0,14,-1,548,,,,,,,
,,1,-0.1,0,14,-1,549,,,,,,,
,,1,-0.201,0,14,-1,550,,,,,-71,20:43:07,668
,,1,-0.228,0,14,-1,551,,,,,,,
,,1,-0.341,0,14,-1,552,,,,,,,
